,Account Code,Latitude,Longitude
Young's Seafood,50184471.1,0,0
ZPG PLC,53823641.1,0,0
Zeus Pack,46651943.1,0,0
118 LIMITED,12066431.1,0,0
1st CENTRAL,45159998.1,0,0
AMARA LIVING LIMITED,12885849.1,0,0
ANTARES UNDERWRITING LIMITED,11690110.1,0,0
Adstream (UK) Limited,6922469.1,0,0
All Saints,8088260.1,0,0
Amstrad Limited,53794923.1,0,0
Aqualisa,7559165.1,0,0
B& M,9754602.1,0,0
B2M,15733354.1,0,0
Bertrams,7490074.1,0,0
Biotec Laboratories Limited,7470000.1,0,0
Boots UK Limited,9525056.1,0,0
CANON (UK) LIMITED,11885497.1,0,0
CHARLES CHURCH DEVELOPMENTS LIMITED,11882975.1,0,0
CHARLES RUSSELL SPEECHLYS LLP,12886735.1,0,0
CROWN OIL LIMITED,11747542.1,0,0
CentreSoft Limited,6716225.1,0,0
Certsure LLP,6814147.1,0,0
Churchill Retirement Living,11929374.1,0,0
Clugston Group Limited,53457476.1,0,0
Craegmoor Healthcare Company Limited,25199563.1,0,0
Devonshire Homes Limited,44851278.1,0,0
EFT Group,5532159.1,0,0
EUROTUNNEL SERVICES LIMITED,13071648.1,0,0
East of England Co-op,50729186.1,0,0
Euromoney Institutional Investor Plc,56664446.1,0,0
Gamma Communications PLC,56654071.1,0,0
Gangmasters and Labour Abuse Authority (GLAA),5301995.1,0,0
Gleadell Agriculture Limited,7303564.1,0,0
Global Reach Partners Limited,44813742.1,0,0
Government of Gibraltar,7400512.1,0,0
Great Portland Estates PLC,53816452.1,0,0
HAGERTY INTERNATIONAL LIMITED,12892182.1,0,0
HOSEASONS LIMITED,12058825.1,0,0
Harlands Group Ltd,5865333.1,0,0
Harwoods Limited,44782791.1,0,0
Henderson Foodservice Ltd.,628602.1,0,0
Highland Fuels Ltd,8523715.1,0,0
Hikma Pharmaceuticals PLC,56659568.1,0,0
Horserace Betting Levy Board,7239091.1,0,0
Housing Ombudsman,49307571.1,0,0
Howdens Joinery Co,14098715.1,0,0
Independent Reviewer,5660866.1,0,0
Infiniti Research Ltd.,45443286.1,0,0
Information Commissioner's Office,45644914.1,0,0
J.Marr (Seafoods) Ltd.,5733357.1,0,0
JCA Engineering,45470388.1,0,0
K2 PARTNERING SOLUTIONS LIMITED,12037357.1,0,0
KELTRUCK LIMITED,14165695.1,0,0
KOLAK SNACK FOODS LIMITED,15818814.1,0,0
KeolisAmey Docklands,27574328.1,0,0
LONDON SOUTH BANK UNIVERSITY,11999404.1,0,0
Lovell Partnerships Limited,13969134.1,0,0
Lorne Stewart Plc,6453985.1,0,0
M&G Investments,45154951.1,0,0
"Mason, Frank",11794873.1,0,0
Network Rail Limited,53437437.1,0,0
PETER VARDY LIMITED,12909721.1,0,0
PLEXUS COTTON LIMITED,14846573.1,0,0
PRINCIPALITY BUILDING SOCIETY,12009205.1,0,0
QINETIQ LIMITED,12056508.1,0,0
RECWORKS LTD,14027151.1,0,0
RICOH UK LIMITED,15823410.1,0,0
Reuters Limited,53437547.1,0,0
"SANDISK SCOTLAND, LIMITED",14261501.1,0,0
Savills Investment Management LLP,14524145.1,0,0
SMARTOLOGY LIMITED,14499921.1,0,0
SOCOMEC,15743205.1,0,0
SOUTHERN RAILWAY LIMITED,11725082.1,0,0
SSE,54482804.1,0,0
STAPLES MAIL ORDER UK LIMITED,14262364.1,0,0
SUN HYDRAULICS LIMITED,15839042.1,0,0
SUTTON COMMUNITY TRANSPORT CHARITY COMPANY,14060156.1,0,0
Smartway Pharmaceuticals Ltd,8896003.1,0,0
Sopra Steria Limited,25950404.1,0,0
Sportech PLC,56657672.1,0,0
Stapletons Tyre Services,11895213.1,0,0
Stemcor AG,13871701.1,0,0
Sterling Insurance Company Limited,7500229.1,0,0
Stonebond Properties Ltd,55560017.1,0,0
TDA Capital Group Ltd,46157720.1,0,0
THURLOW NUNN STANDEN LIMITED,14471345.1,0,0
Taurus Asset Finance,1125166.1,0,0
The Economist Intelligence Unit Limited,7320803.1,0,0
UK Government,46497408.1,0,0
UK Ministry of Defence,44930238.1,0,0
Union,6725583.1,0,0
Urban Fruit,47251367.1,0,0
VOLAC INTERNATIONAL LIMITED,14853923.1,0,0
Western Brand,50819880.1,0,0
Yell Finance BV,10143584.1,0,0
Zone Ltd.,7065454.1,0,0
"AIOI NISSAY DOWA CLAIMS ADJUSTING COMPANY, LIMITED",14459351.1,0,0
All3Media Limited,14516169.1,0,0
Aggregate Industries Limited,25650293.1,0,0
Argent Energy Inc,11622910.1,0,0
Arthouse Ltd.,44830898.1,0,0
Atlantic Link,48035505.1,0,0
Aunt Bessies,11823875.1,0,0
Avon Cosmetics Limited,44847459.1,0,0
BELL MOBILITY LIMITED,55125237.1,0,0
BETTYS & TAYLORS GROUP LTD,11774001.1,0,0
BUNN,46052741.1,0,0
Baird & Co.,45361187.1,0,0
Bluprint Global,46595599.1,0,0
CATH KIDSTON LIMITED,12905951.1,0,0
CONDE NAST & NATIONAL MAGAZINE DISTRIBUTORS LIMITED,11886166.1,0,0
Capital Economics Ltd.,53424698.1,0,0
Century Logistics Limited,48801184.1,0,0
Certas Energy,45734463.1,0,0
DUNNHUMBY LIMITED,13969191.1,0,0
EI Group PLC,56654323.1,0,0
ELLISONS LIMITED,14497872.1,0,0
EPMS2015,28320903.1,0,0
EVRYTHNG Limited,24717110.1,0,0
Eastwood Anglo Corporate Finance Limited,44792120.1,0,0
FG,15772014.1,0,0
FREMANTLEMEDIA LIMITED,15801627.1,0,0
Gist Limited,6715146.1,0,0
Glen Dimplex Ireland,2247647.1,0,0
HSBC Holdings,54482863.1,0,0
Hargreaves Lansdown PLC,56669312.1,0,0
INTERNATIONAL PROCUREMENT AND LOGISTICS LIMITED,14531905.1,0,0
JUNGHEINRICH UK LIMITED,11770199.1,0,0
Lec Medical,1832313.1,0,0
Lloyd's of London Limited,53793618.1,0,0
London + Regional Properties Limited,44757049.1,0,0
London Mining Plc,46735991.1,0,0
London Stock Exchange Group Plc,56670870.1,0,0
MACMILLAN PUBLISHERS LIMITED,11709798.1,0,0
MFS International (U.K.) Limited,7288469.1,0,0
Merseyrail,52444956.1,0,0
Moat,7282531.1,0,0
Oxford Instruments PLC,56661406.1,0,0
P2i Limited,9762511.1,0,0
PENTLAND LIMITED,11980283.1,0,0
PERENCO,13057972.1,0,0
PETRONAS ENERGY TRADING LIMITED,14042126.1,0,0
Park's Motor Group,49582508.1,0,0
QEII Centre,26522306.1,0,0
QFC,5112476.1,0,0
Record PLC,53820303.1,0,0
Redstor Limited,44750333.1,0,0
Repsol Sinopec Resources UK Limited,45677637.1,0,0
Rybrook Shrewsbury,713161.1,0,0
SNOWS BUSINESS HOLDINGS LIMITED,15833806.1,0,0
SOCO International PLC,53820836.1,0,0
SOUTH HOOK GAS COMPANY LTD.,14522088.1,0,0
Saatchi & Saatchi London,45449066.1,0,0
Seismi,47971429.1,0,0
Sinclair Pharma plc,8625647.1,0,0
Sumitomo (SHI) Demag,45338523.1,0,0
T.S.G.,14854144.1,0,0
Thomas Pink Limited,15845185.1,0,0
TOWERBROOK CAPITAL PARTNERS LIMITED,12885165.1,0,0
The Paper Company Ltd,6268691.1,0,0
The White Company,45372611.1,0,0
Thomas Cook,14255489.1,0,0
Transport Focus,50585479.1,0,0
Travelopia,48199729.1,0,0
URGO LIMITED,13225916.1,0,0
Ubique Systems,50614198.1,0,0
"Umbro, Ltd.",7598054.1,0,0
University of Cambridge,6964931.1,0,0
University of Chichester,7364914.1,0,0
Verve,1447463.1,0,0
Virgin Trains East Coast,44983336.1,0,0
Viridian Group,8962675.1,0,0
Vitality Corporate Services Limited,44792010.1,0,0
WESTMILL FOODS LIMITED,11950349.1,0,0
WINTERFLOOD SECURITIES LIMITED,13083958.1,0,0
WORLD TRAVEL (PTY) LTD,14078403.1,0,0
Willow & Hall,3332503.1,0,0
Yamazaki Mazak UK Ltd,3518585.1,0,0
ZND (UK) LIMITED,44449665.1,0,0
GTA,47655503.1,0,0
Dialog Semiconductor PLC,56657933.1,0,0
Arup Group Limited,53794323.1,0,0
TRAVELEX LIMITED,14676886.1,0,0
SDL PLC,56657756.1,0,0
Babcock International Group PLC,56656949.1,0,0
Delphi Technologies PLC,56665807.1,0,0
Inmarsat PLC,56663383.1,0,0
ISG PLC,7179739.1,0,0
THE HUT GROUP LIMITED,11723461.1,0,0
Cable & Wireless Communications Limited,44799534.1,0,0
MediaCom,44930648.1,0,0
GKN PLC,53816653.1,0,0
N H S NV,12956908.1,0,0
COBHAM PLC,11874045.1,0,0
Saga PLC,56652848.1,0,0
DELOITTE LLP,12922377.1,0,0
SOFTCAT PLC,13074314.1,0,0
COMPASS GROUP PLC,11971526.1,0,0
IHS Markit,54483161.1,0,0
Johnson Matthey PLC,53801042.1,0,0
Rio Tinto Group,54482923.1,0,0
Capita PLC,56669135.1,0,0
Willis Towers Watson,56674399.1,0,0
Novartis Pharmaceuticals UK Limited,25359181.1,0,0
BBA Aviation PLC,56734051.1,0,0
Rentokil Initial PLC,56660798.1,0,0
Telent,6528145.1,0,0
Exova,7965148.1,0,0
RSM International,47085187.1,0,0
LINK CENTRAL VEHICLE MANAGEMENT LIMITED,12886363.1,0,0
Monster Worldwide Limited,44799441.1,0,0
Perspective Signs,6336001.1,0,0
Pinsent Masons,53452425.1,0,0
Rosewood Hotels & Resorts,7266229.1,0,0
SystemsAccountants,26522851.1,0,0
Theravance Biopharma Inc,56729618.1,0,0
UNITED OILSEEDS MARKETING LIMITED,15815226.1,0,0
Utility Warehouse,7491814.1,0,0
ALLERGAN LIMITED,25377827.1,0,0
Ashbrook Corporation,50875083.1,0,0
BLACK BOX NETWORK SERVICES (UK) LIMITED,13074727.1,0,0
CPI,9125624.1,0,0
Court Colman Manor,43621955.1,0,0
Data Centre EXPO,24496931.1,0,0
ENDLESS LLP,12905984.1,0,0
FSN PUBLISHING LIMITED,55106915.1,0,0
Fletcher Jones Limited,5365587.1,0,0
International Power,43410412.1,0,0
Kazakhmys PLC,20902151.1,0,0
Makro,30497016.1,0,0
Ocean Trawlers Hong Kong Limited,14446812.1,0,0
Publicis LifeBrands,55482242.1,0,0
REMMERS (UK) LIMITED,13966612.1,0,0
Rocket Internet,46450712.1,0,0
Spar Scotland,6417092.1,0,0
Thomson Airways Ltd.,7480262.1,0,0
URBANEST PTY LIMITED,14785603.1,0,0
VIP COMPUTERS LIMITED,14892262.1,0,0
ABERFORTH PARTNERS LLP,12892733.1,0,0
ACCEL PARTNERS MANAGEMENT LLP,14500367.1,0,0
AMOSCA Limited,6192332.1,0,0
Box Clever Limited,53453232.1,0,0
DECK THE HALLS LIMITED,44531707.1,0,0
EQUALITY AND HUMAN RIGHTS COMMISSION,11805001.1,0,0
Europe Steel plc,4847136.1,0,0
GRI Group Limited,25739138.1,0,0
HYPER RECRUITMENT SOLUTIONS LTD,44553414.1,0,0
MCC Transport,45818509.1,0,0
Neon,45981407.1,0,0
Netready Limited,10320125.1,0,0
Pheenix Inc,47329630.1,0,0
RAGT SEEDS LIMITED,5812476.1,0,0
Redken for Men,47687044.1,0,0
Robert Horne Group Limited,7161093.1,0,0
STANTON CONSULTANCY LIMITED,15843811.1,0,0
Security Industry Authority(SIA),8702713.1,0,0
Thameslink,8947726.1,0,0
The Health Lottery Ltd.,5921361.1,0,0
The Resolution Group,47558407.1,0,0
The Southern Co-operative Limited,7314231.1,0,0
The University of Law,36700918.1,0,0
Westcon,45924418.1,0,0
coopa,1875682.1,0,0
4vco Limited,3208118.1,0,0
Applause IT Recruitment,3541610.1,0,0
Aprais Ltd.,44860402.1,0,0
Architas,46424713.1,0,0
DONG Energy Power (UK) Limited,4229033.1,0,0
Elephant.Co.Uk,53791563.1,0,0
H&M Security,1547529.1,0,0
MARIS CAPITAL,5957766.1,0,0
MEDITERRANEAN SHIPPING CO LTD,51494342.1,0,0
Public Power Solutions Limited,25927632.1,0,0
"SASA CO.,LTD.",10307762.1,0,0
The British Pharmacopoeia,55734473.1,0,0
Braemar ACM Shipbroking Limited,6588061.1,0,0
Co-op,55561740.1,0,0
Innovar Limited,47681819.1,0,0
Resolver,49551583.1,0,0
SMD,14184383.1,0,0
SNTV - Sports News Television,50396530.1,0,0
Single Point Solutions Limited,54539418.1,0,0
T.M. Lewin Group Limited,25181425.1,0,0
THE TOUR OF BRITAIN LIMITED,12891626.1,0,0
UNIVERSITY OF DERBY,55123267.1,0,0
Visage Limited,5055867.1,0,0
Wales & West Utilities Limited,7547112.1,0,0
Belmont Green Finance Limited,48225162.1,0,0
Esso Service Station,29761464.1,0,0
Forrest Group Ltd,7863261.1,0,0
Furniture Village,14266177.1,0,0
GSF Ltd,11595986.1,0,0
Holbud Limited,54508312.1,0,0
Jordans (company),25747018.1,0,0
Lec Refrigeration Limited,53794399.1,0,0
P D HOOK (ORGANICS) LIMITED,13237052.1,0,0
Scolaris,11791118.1,0,0
Telesoft Technologies Ltd,53443490.1,0,0
Telstra Limited,7284977.1,0,0
Williams Manchester MINI,55740122.1,0,0
YOTEL LIMITED,14520740.1,0,0
Airwave Solutions Limited,7138830.1,0,0
BABINGTON BUSINESS COLLEGE LIMITED,14879693.1,0,0
Boundary Commission for Northern Ireland,6603446.1,0,0
CURZON & COMPANY LLP,14520034.1,0,0
Churchill Insurance Company Limited,53793852.1,0,0
Crimson & Co,6019664.1,0,0
Fluid Branding Limited,44865713.1,0,0
GEOSLAM LIMITED,55071339.1,0,0
Judicial Appointments Commission,47088921.1,0,0
Mölnlycke,16842876.1,0,0
Novo Nordisk Ltd,44772479.1,0,0
Playbox,30846317.1,0,0
SELECT AIR SERVICES LIMITED,8627425.1,0,0
Small World Financial Services,48703431.1,0,0
YAKULT UK LIMITED,13909658.1,0,0
AstraZeneca UK Limited,44786211.1,0,0
Barts Health NHS Trust,7107750.1,0,0
Beko plc,7483427.1,0,0
EDINBURGH PARTNERS LIMITED,14503819.1,0,0
FAR & BEYOND FUNERAL SERVICES LTD,44404598.1,0,0
Honest Brew Ltd,24842442.1,0,0
Indigo Planning,6760253.1,0,0
LANGUAGE CENTRE PUBLICATIONS LIMITED,12910103.1,0,0
MV Credit,47945528.1,0,0
ModusRP,49990323.1,0,0
Openreach,1378744.1,0,0
SNS Group,52068851.1,0,0
StackJobs,47503054.1,0,0
ovo Limited,49671466.1,0,0
ATOM Supplies Limited,1349446.1,0,0
Cheyne Capital,47164338.1,0,0
France Media Group,1217584.1,0,0
Holland Mountain,45315014.1,0,0
International Wine Services,8732654.1,0,0
SP TRANSMISSION PLC,1397652.1,0,0
Spark,28633724.1,0,0
ADVINIA HEALTH CARE LIMITED,14060402.1,0,0
Allen and Co,52417882.1,0,0
BXR Group B.V.,13902278.1,0,0
CTJ Consulting Ltd,6681580.1,0,0
Cooper Malton,6732825.1,0,0
G4G LIMITED,44559067.1,0,0
Greenfields Ireland Limited,6799386.1,0,0
Ideal Boilers,7515616.1,0,0
JVIP,16692239.1,0,0
Metronet Rail SSL Limited,6528166.1,0,0
PLAYBOX MUSIC LIMITED,1144672.1,0,0
QBS SOFTWARE LIMITED,13058848.1,0,0
The Children's Commissioner's Office,50122411.1,0,0
Access Group,6155895.1,0,0
Alexander Mining PLC,56667087.1,0,0
CBSUK Find your perfect OOH partner,54511042.1,0,0
CyberWizard,6459859.1,0,0
DEMO TP,15705353.1,0,0
Guildford and Waverley,51425244.1,0,0
Lagoona Ltd,8780522.1,0,0
Meteoric Ltd,1261411.1,0,0
Michael Page International Recruitment Limited,9263916.1,0,0
Northill Capital LLP,47262272.1,0,0
OneSelect Limited,51476074.1,0,0
Oxford University Press,55427819.1,0,0
Parfetts,7411982.1,0,0
RHEINZINK GmbH & Co,7230290.1,0,0
V G L Group Ltd,11624621.1,0,0
Vines of Guildford,46746480.1,0,0
Affectv,45534320.1,0,0
Charlotte Tilbury Beauty Ltd.,4325992.1,0,0
Cordia Healthcare Ltd,16407658.1,0,0
Independent Merchant Services,50798513.1,0,0
The domain name FGD.COM,9263707.1,0,0
Well Pharmacy,12035153.1,0,0
3C Partners,46541851.1,0,0
Air Charter Service Plc,7594119.1,0,0
Cornhill Direct,31377170.1,0,0
DEPARTMENT OF TRADE AND INDUSTRY,14469889.1,0,0
Excelsior College,3395495.1,0,0
LDL (NORTH) LIMITED,14514246.1,0,0
Low Pay Commission,45446785.1,0,0
Mercury Group Ltd,49805041.1,0,0
Pizza Hut (UK) Limited,53779221.1,0,0
ROSEMOR INTERNATIONAL LTD,48267494.1,0,0
S.E.L.,51631464.1,0,0
Snack Media,6286824.1,0,0
Texas Rangers,44075449.1,0,0
UNITED KINGDOM ANTI-DOPING LIMITED,11742589.1,0,0
Vacancysoft,46449606.1,0,0
Media Yorkshire,50902008.1,0,0
NANDO'S LIMITED,55077310.1,0,0
PAUL HAMLYN FOUNDATION,14528060.1,0,0
Precis Petite,9872176.1,0,0
TAIT ENTERPRISE DEVELOPMENT LIMITED,44504290.1,0,0
TRANSFORMIFY,27517540.1,0,0
"YELLOW PAGES, INC.",16365409.1,0,0
Icelandic,16461020.1,0,0
Internews Network,44969445.1,0,0
Lancaster Private Hire,11699585.1,0,0
Liberte Art & Design,43155522.1,0,0
Royal Borough of Kingston upon Thames,49712005.1,0,0
SACU,6672299.1,0,0
Bamburgh Capital Limited,52397491.1,0,0
BusinessCar,47641943.1,0,0
Eximius Group,50823603.1,0,0
Grafton Merchanting GB Ltd.,8982074.1,0,0
London & South Eastern Railway Limited,8296524.1,0,0
NOTION CAPITAL LIMITED,11738248.1,0,0
UK Asset Resolution Limited,7131944.1,0,0
UK Government Wales\Llywodraeth DU Cymru,51933720.1,0,0
BUDWEISER BUDVAR LIMITED,51420285.1,0,0
Captain Morgan Rum Co.,8535841.1,0,0
Goldwell Cosmetics (Canada) Ltd,11657417.1,0,0
JAM RECRUITMENT LIMITED,14527889.1,0,0
VERONA PHARMA PLC.,12886893.1,0,0
Absolute Radio,11780654.1,0,0
Brook Green Supply Ltd,55341446.1,0,0
Cloud Employee,8717352.1,0,0
Davis Polk & Wardwell,12045396.1,0,0
Effective Experiments,48170419.1,0,0
ILF SCOTLAND,44565973.1,0,0
McGuire & Co,10141725.1,0,0
OTC Direct Ltd,3233035.1,0,0
ROSEMOR INTERNATIONAL LIMITED,15837743.1,0,0
Wacky Warehouse,43211200.1,0,0
ALUI LIMITED,11719623.1,0,0
British and Irish Legal Information Institute,7578993.1,0,0
FUTURE EVENTS LIMITED,12888683.1,0,0
Micheldever Tyre & Auto Services,31456820.1,0,0
West Norfolk Clinical Commissioning Group,8260958.1,0,0
About the Funeral,49701757.1,0,0
Airmiles is now Avios,9304283.1,0,0
Business,1532577.1,0,0
Consultant,3194364.1,0,0
GB Building Solutions Limited,7993420.1,0,0
Graphite Partners Ltd,46673649.1,0,0
National Army Museum,6602597.1,0,0
Business Reporter,25615069.1,0,0
Horizon Hobby Ltd,51601264.1,0,0
THE ANAEROBIC DIGESTION AND BIORESOURCES ASSOCIATION LIMITED,11743442.1,0,0
Ariat,7390451.1,0,0
FML,52065386.1,0,0
MCS,1439405.1,0,0
SalesBI,52155874.1,0,0
Watkins,48896014.1,0,0
CAPARO ACCLES & POLLOCK LIMITED,12907088.1,0,0
Cromwell Tools Ltd,48217948.1,0,0
Far East Group,47847025.1,0,0
Kikkoman UK,6899418.1,0,0
Mountain Bike Rider,7396616.1,0,0
RED OAK TAVERNS LIMITED,46208271.1,0,0
www.premierdc.co.uk – Premier Development Contractors,11276670.1,0,0
CARRINGTON BLAKE RECRUITMENT LIMITED,11733360.1,0,0
Endemol Shine Group B.V.,13186450.1,0,0
White Horse,44684063.1,0,0
eFrame,54754775.1,0,0
ACP,14538316.1,0,0
BURGAN CONSULTING LIMITED,51231743.1,0,0
CABI,8597364.1,0,0
J. W. Doubleday Ltd.,6747525.1,0,0
Lambeth Removals,30132767.1,0,0
Salon Services Ltd,6228138.1,0,0
CIVIL AVIATION AUTHORITY,12000521.1,0,0
Fortinet Inc,56663926.1,0,0
BRIDGEPOINT SA,13851822.1,0,0
"TUV RHEINLAND PHILIPPINES, INC.",14470323.1,0,0
UST Global Inc.,53444488.1,0,0
DJO GLOBAL PTY LTD,14551350.1,0,0
FIDESSA PLC,12055547.1,0,0
Konica Minolta Business Solutions (UK) Ltd.,44752533.1,0,0
888 IT Solutions,46751271.1,0,0
ABC IMAGING LIMITED,44412370.1,0,0
AdminRe,10359350.1,0,0
Ahl Services Limited,47062304.1,0,0
Bank Of China (UK) Limited,53408954.1,0,0
CENTELLI LTD,48412371.1,0,0
Cardiff Aviation Limited,5751470.1,0,0
Chingford,10158273.1,0,0
"ClarusONE Sourcing Services, LLP",49200012.1,0,0
ELEXON,46623263.1,0,0
Environmental Waste Controls Plc,1048552.1,0,0
Focus Diy,6060961.1,0,0
GALA GROUP II LTD,10405884.1,0,0
Groupauto,47885517.1,0,0
Healthspan Limited,7117114.1,0,0
Joseph Giles,27246209.1,0,0
Kellogg's,10314976.1,0,0
Make It Cheaper Limited,44814898.1,0,0
Menzies Response,45289072.1,0,0
NATIONAL GRID UK PENSION SCHEME TRUSTEE LIMITED,11958421.1,0,0
Parago Software,9441421.1,0,0
Savoir Group,8782411.1,0,0
Startupbootcamp,45096710.1,0,0
THE KNOWLEDGE ACADEMY LIMITED,11804176.1,0,0
Toucan Limited,7302620.1,0,0
Tradeteam Limited,6478972.1,0,0
UK Sport,7507455.1,0,0
Wet Seal,7524405.1,0,0
A.F. Blakemore & Son Ltd,7319985.1,0,0
AdPilot Ltd.,51720937.1,0,0
Boston,8414076.1,0,0
Budget Responsibility,8696397.1,0,0
CROWN PROSECUTION SERVICE,12018873.1,0,0
Caribou Coffee,46993788.1,0,0
Compact Media,45413002.1,0,0
Consumer Council for Water,26523142.1,0,0
Corin Group plc,9882705.1,0,0
DISCOVERY WORLDWIDE LIMITED,14261928.1,0,0
De Vere Venues Ltd,20482317.1,0,0
ELBROOK (CASH & CARRY) LIMITED,15827399.1,0,0
Heineken UK Limited,9339360.1,0,0
Hot Topics,52398201.1,0,0
ICTS (UK) Limited,6381808.1,0,0
IdealSpec,49347002.1,0,0
Kuoni,30220819.1,0,0
ONE GTM LIMITED,55353531.1,0,0
Phoenix Medical Supplies Ltd.,16495842.1,0,0
RATP Dev London,10141948.1,0,0
RONLY LIMITED,14915787.1,0,0
Rowlands Pharmacy,47250647.1,0,0
Sundance Ltd,12137279.1,0,0
Taylors Auto Electrical,47289062.1,0,0
The Straits Trading Company Limited,3809706.1,0,0
Threesixty Developments,46219845.1,0,0
Viceroy Pakistani Indian Cuisine,30144545.1,0,0
WAYSTONE LIMITED,55095551.1,0,0
Zeon Europe GmbH,16129153.1,0,0
Aurora Capital,45372191.1,0,0
BIBENDUM WINE LIMITED,13079169.1,0,0
COVENTRY UNIVERSITY,11997891.1,0,0
DCC Energy Ltd.,7279746.1,0,0
FORMUL,15743175.1,0,0
IntelliCap,16400591.1,0,0
Joint Nature Conservation Committee,54962682.1,0,0
MARITIME BUNKERING LIMITED,13929846.1,0,0
MORRISON & TOKLEY LIMITED,44488220.1,0,0
STYLES & WOOD LIMITED,12005840.1,0,0
TALACREST LIMITED,44423114.1,0,0
TC Harrison Ford,5766356.1,0,0
TorFX,45879215.1,0,0
YEXCOM LIMITED,45658037.1,0,0
YouView,6756455.1,0,0
Anglian Water (Osprey) Financing Plc,53793769.1,0,0
Compucom UK Ltd,25927697.1,0,0
Debt Management Office,3229205.1,0,0
GLOBAL METCORP LTD,3217202.1,0,0
HarperCollins Publishers Limited,9319497.1,0,0
METAL & WASTE RECYCLING LIMITED,11745140.1,0,0
Marshall Specialist Vehicles,7110857.1,0,0
Photronics,442076.1,0,0
Regulatory Policy Committee,45696844.1,0,0
Smartmatic,44933165.1,0,0
THANE DIRECT UK LIMITED,11982488.1,0,0
"TT2, (Tyne Tunnels 2)",44620688.1,0,0
newtongrads,50745345.1,0,0
Burberry,54624502.1,0,0
Collective Content,46807960.1,0,0
Direct Wine Shipments,6888291.1,0,0
Gofer Limited,49320644.1,0,0
LGC Awards,6635533.1,0,0
Langley Holdings PLC,7585547.1,0,0
Mercateo UK Limited,51860687.1,0,0
Michels & Taylor (London) Ltd,44831730.1,0,0
PARADIGM SECURE COMMUNICATIONS LIMITED,14497768.1,0,0
SUPERNUTRIENTS LIMITED,44978536.1,0,0
Adbrain Ltd.,7449975.1,0,0
Agency DNA,47476713.1,0,0
Bio-Check (UK) Ltd.,48760952.1,0,0
Denka,48102673.1,0,0
Guoman Hotels,6529039.1,0,0
H. Young Holdings plc,1466636.1,0,0
IRMS Ltd,52313237.1,0,0
Mira Showers,27840861.1,0,0
New Sparta Events,47681816.1,0,0
OAKMERE HOMES (NORTHWEST) LTD,53785110.1,0,0
OPTIMUM IT,2168977.1,0,0
Octopus Group,1960828.1,0,0
Q5,46512814.1,0,0
"SIGNAL, SENSORY IMPAIRMENT GLOBALLY NATIONALLY AND LOCALLY",11953813.1,0,0
Tatton Hall Homes,4392835.1,0,0
DialAFlight,47079624.1,0,0
Euronics Ltd,53793621.1,0,0
Fresenius Medical Care Holdings Ltd.,16459526.1,0,0
GLORIOUS GEMS LIMITED,55065245.1,0,0
Houseology Design Group Ltd,7348043.1,0,0
Hydrodec Group PLC,53816814.1,0,0
Lakeside Food Group Ltd.,16244399.1,0,0
NUSTAR SYSTEMS LIMITED,3510270.1,0,0
PAM GROUP LIMITED,11720151.1,0,0
SlimFast UK,49140560.1,0,0
Total Produce Direct,4281007.1,0,0
VAILLANT LIMITED,26525326.1,0,0
allegiance.,46473691.1,0,0
Bourne Leisure Sales,47053712.1,0,0
Chums,55051999.1,0,0
Contrax Furniture Ltd,2486788.1,0,0
Dumpton Park Nissan,31458288.1,0,0
Freedom Health,6980816.1,0,0
IPL Information Processing Ltd.,53424670.1,0,0
Lion Capital,45648380.1,0,0
Northern Gas Networks,45518628.1,0,0
Peter Charles Limited,1605818.1,0,0
RH Amar & Co. Limited,6208893.1,0,0
SONATRACH PETROLEUM CORPORATION,49546545.1,0,0
South West Lakes Trust,47455561.1,0,0
Tile Barn,3843912.1,0,0
Totaljobs,48670205.1,0,0
Transamerica Trailer Leasing,30954530.1,0,0
VISITENGLAND LIMITED,11690734.1,0,0
BENNETT'S (HACKBRIDGE) LIMITED,53784290.1,0,0
BUDGETING SOLUTIONS LIMITED,14530270.1,0,0
CARRS FOODS INTERNATIONAL LIMITED,14089447.1,0,0
CNETRIC ENTERPRISE SOLUTION PVT LTD,15303612.1,0,0
Cartridge World Ltd.,29772379.1,0,0
Dundee University,7415971.1,0,0
Freeman Energy Ltd,4652496.1,0,0
Fresh Relevance Ltd.,44749098.1,0,0
GUILD CORPORATE SERVICES GROUP LIMITED,27629195.1,0,0
Greenway,5735387.1,0,0
Jacksons,12025227.1,0,0
KNADEL LIMITED,11741203.1,0,0
The National Forest Company,26525086.1,0,0
Warehouse REIT PLC,56664579.1,0,0
Brexit Tracker,49604731.1,0,0
